ITEMID,LABEL,ABBREVIATION,UNITNAME,PARAM_TYPE,LOWNORMALVALUE,HIGHNORMALVALUE,LINKSTO,CATEGORY,FLUID,COUNT,USE_IN_BENCHMARK
224697,Mean Airway Pressure,Mean Airway Pressure,cmH2O,Numeric,,,chartevents,Respiratory,,801408,0
224699,ZAuto Peep Level,ZAuto Peep Level,cmH2O,Numeric,,,chartevents,Respiratory,,0,0
224700,Total PEEP Level,Total PEEP Level,cmH2O,Numeric,,,chartevents,Respiratory,,258629,0
224701,PSV Level,PSV Level,cmH2O,Numeric,,,chartevents,Respiratory,,412517,0
224702,PCV Level,PCV Level,cmH2O,Numeric,,,chartevents,Respiratory,,12290,0
224703,ZATC Tube #,ZATC Tube #,,Numeric,,,chartevents,Respiratory,,0,0
224704,ATC %,ATC %,%,Numeric,,,chartevents,Respiratory,,760,0
224705,P High (APRV),P High (APRV),cmH2O,Numeric,,,chartevents,Respiratory,,3160,0
224706,P Low (APRV),P Low (APRV),cmH2O,Numeric,,,chartevents,Respiratory,,3128,0
224707,T High (APRV),T High (APRV),sec,Numeric,,,chartevents,Respiratory,,3122,0
224709,T Low (APRV),T Low (APRV),sec,Numeric,,,chartevents,Respiratory,,3093,0
224710,Recruitment Press,Recruitment Press,cmH2O,Numeric,,,chartevents,Respiratory,,646,0
224711,Recruitment Duration,Recruitment Duration,sec,Numeric,,,chartevents,Respiratory,,740,0
224712,Recruitment Mode,Recruitment Mode,,Text,,,chartevents,Respiratory,,711,0
224713,Circuit Changed,Circuit Changed,,Text,,,chartevents,Respiratory,,1318,0
224715,SBT Started,SBT Started,,Text,,,chartevents,Respiratory,,58874,0
224716,SBT Stopped,SBT Stopped,,Text,,,chartevents,Respiratory,,6250,0
224717,SBT Successfully Completed,SBT Successfully Completed,,Text,,,chartevents,Respiratory,,35695,0
224718,RR > 35 for > 5 min,RR > 35 for > 5 min,,Text,,,chartevents,Respiratory,,0,0
224719,SaO2 < 90% > 2 min,SaO2 < 90% > 2 min,,Text,,,chartevents,Respiratory,,0,0
224720,Arrythmia,Arrythmia,,Text,,,chartevents,Respiratory,,0,0
224721,HR > 140,HR > 140,,Text,,,chartevents,Respiratory,,0,0
224723,Accessory Muscle Use,Accessory Muscle Use,,Text,,,chartevents,Respiratory,,0,0
224726,O2 Consumption,O2 Consumption,ml/min,Numeric,,,chartevents,Respiratory,,5,0
224727,Resting Energy Expenditure,REE,kcal/day,Numeric,,,chartevents,Respiratory,,2,0
224728,Peak Exp Flow Rate,Peak Exp Flow Rate,L/min,Numeric,,,chartevents,Respiratory,,213,0
224730,Corneal Reflex Right,Corneal Reflex Right,,Text,,,chartevents,Neurological,,130791,0
224731,Corneal Reflex Left,Corneal Reflex Left,,Text,,,chartevents,Neurological,,125659,0
224733,Pupil Size Left,Pupil Size Left,,Text,,,chartevents,Neurological,,1694148,0
224735,Flow Rate (variable/fixed),Flow Rate (variable/fixed),,Text,,,chartevents,Respiratory,,671598,0
224738,Inspiratory Time,IT,sec,Numeric,,,chartevents,Respiratory,,422123,0
224740,RSBI Deferred,RSBI Deferred,,Text,,,chartevents,Respiratory,,70396,0
224743,Vd/Vt Ratio,Vd/Vt Ratio,,Numeric,,,chartevents,Respiratory,,115,0
224745,Respiratory Quotient,RQ,,Numeric,,,chartevents,Respiratory,,2,0
224746,Transpulmonary Pressure (Exp. Hold),Transpulmonary Press (Exp. Hold),cmH2O,Numeric,-2,,chartevents,Respiratory,,13461,0
224747,Transpulmonary Pressure (Insp. Hold),Transpulmonary Press (Insp. Hold),cmH2O,Numeric,,20,chartevents,Respiratory,,13255,0
224748,Cont Neb - Dose (mg/hr/drug),Cont Neb - Dose (mg/hr/drug),mg/hour,Numeric,,,chartevents,Respiratory,,0,0
224749,Nitric Oxide,Nitric Oxide,ppm,Numeric,,,chartevents,Respiratory,,1594,0
224750,Nitric Oxide Tank Pressure,Nitric Oxide Tank Pressure,psi,Numeric,,,chartevents,Respiratory,,1191,0
224751,Temporary Pacemaker Rate,Temp Pacemaker Rate,bpm,Numeric,,,chartevents,Cardiovascular (Pacer Data),,89943,0
224752,Temporary Atrial Sens Threshold mV,Temp Atrial Sens Threshold mV,mV,Numeric,,,chartevents,Cardiovascular (Pacer Data),,30827,0
224753,Temporary Atrial Sens Setting mV,Temp Atrial Sens Setting mV,mV,Numeric,,,chartevents,Cardiovascular (Pacer Data),,34174,0
224754,Temporary Atrial Stim Threshold mA,Temp Atrial Stim Threshold mA,mA,Numeric,,,chartevents,Cardiovascular (Pacer Data),,28924,0
224755,Temporary Atrial Stim Setting mA,Temp Atrial Stim Setting mA,mA,Numeric,,,chartevents,Cardiovascular (Pacer Data),,33541,0
224756,Response,Response,,Text,,,chartevents,Neurological,,433945,0
224758,RUE Sensation,RUE Sensation,,Text,,,chartevents,Neurological,,103201,0
224759,LUE Sensation,LUE Sensation,,Text,,,chartevents,Neurological,,101189,0
224762,LLE Sensation,LLE Sensation,,Text,,,chartevents,Neurological,,100284,0
224764,Neuro Drain Location,Neuro Drain Location,,Text,,,chartevents,Neurological,,0,0
224765,Neuro Drain Head of Bed,Neuro Drain HOB,,Text,,,chartevents,Neurological,,0,0
224767,RUE Temp,RUE Temp,,Text,,,chartevents,Cardiovascular,,1088353,0
224769,LUE Temp,LUE Temp,,Text,,,chartevents,Cardiovascular,,1084359,0
224771,RLE Temp,RLE Temp,,Text,,,chartevents,Cardiovascular,,1102282,0
224773,LLE Temp,LLE Temp,,Text,,,chartevents,Cardiovascular,,1093603,0
224775,CT #1 Leak,CT #1 Leak,,Text,,,chartevents,Pulmonary,,133381,0
224777,CT #2 Leak,CT #2 Leak,,Text,,,chartevents,Pulmonary,,57653,0
224779,CT #3 Leak,CT #3 Leak,,Text,,,chartevents,Pulmonary,,18838,0
224781,CT #4 Leak,CT #4 Leak,,Text,,,chartevents,Pulmonary,,2919,0
224785,GI #1 Tube Type,GI #1 Tube Type,,Text,,,chartevents,GI/GU,,652157,0
224786,GI #1 Tube Status,GI #1 Tube Status,,Text,,,chartevents,GI/GU,,621688,0
224788,GI #2 Tube Type,GI #2 Tube Type,,Text,,,chartevents,GI/GU,,96027,0
224789,GI #2 Tube Status,GI #2 Tube Status,,Text,,,chartevents,GI/GU,,94393,0
224791,GI #3 Tube Type,GI #3 Tube Type,,Text,,,chartevents,GI/GU,,16253,0
224792,GI #3 Tube Status,GI #3 Tube Status,,Text,,,chartevents,GI/GU,,16027,0
224794,Stool Color,Stool Color,,Text,,,chartevents,GI/GU,,343249,0
224796,Ostomy,Ostomy,,Text,,,chartevents,GI/GU,,42609,0
224797,Ostomy Appearance,Ostomy Appearance,,Text,,,chartevents,GI/GU,,28647,0
224800,AV Fistula R Bruit,AV Fistula R Bruit,,Text,,,chartevents,Cardiovascular,,7018,0
224801,AV Fistula R Thrill,AV Fistula R Thrill,,Text,,,chartevents,Cardiovascular,,6914,0
224803,AV Fistula L Bruit,AV Fistula L Bruit,,Text,,,chartevents,Cardiovascular,,16109,0
224804,AV Fistula L Thrill,AV Fistula L Thrill,,Text,,,chartevents,Cardiovascular,,15876,0
224806,CT #1 Suction Type,CT #1 Suction Type,,Text,,,chartevents,Pulmonary,,141116,0
224808,CT #2 Suction Type,CT #2 Suction Type,,Text,,,chartevents,Pulmonary,,70929,0
224810,CT #3 Suction Type,CT #3 Suction Type,,Text,,,chartevents,Pulmonary,,23974,0
224812,CT #4 Suction Type,CT #4 Suction Type,,Text,,,chartevents,Pulmonary,,3539,0
224814,GI #1 Tube Place Method,GI #1 Tube Place Method,,Text,,,chartevents,GI/GU,,788,0
224816,GI #2 Tube Place Method,GI #2 Tube Place Method,,Text,,,chartevents,GI/GU,,3,0
224818,GI #3 Tube Place Method,GI #3 Tube Place Method,,Text,,,chartevents,GI/GU,,0,0
224826,ZHCO3 (serum),ZHCO3 (serum),,Numeric,,,chartevents,Labs,,0,0
224828,Arterial Base Excess,Arterial Base Excess,,Numeric,,,chartevents,Labs,,420203,0
224829,Trach Tube Type,Trach Tube Type,,Text,,,chartevents,Respiratory,,259686,0
224830,Trach Tube Manufacturer,Trach Tube Manufacturer,,Text,,,chartevents,Respiratory,,164099,0
224831,Trach Tube Size (I.D.),Trach Tube Size (I.D.),,Text,,,chartevents,Respiratory,,162985,0
224832,ETT Type,ETT Type,,Text,,,chartevents,Respiratory,,621756,0
224833,SBT Deferred,SBT Deferred,,Text,,,chartevents,Respiratory,,23285,0
224834,Temporary Ventricular Sens,Temp Ventricular Sens,,Text,,,chartevents,Cardiovascular (Pacer Data),,44546,0
224835,Temporary Ventricular Capture,Temp Ventricular Capture,,Text,,,chartevents,Cardiovascular (Pacer Data),,41914,0
224837,Temporary Ventricular Sens Setting mV,Temp Ventricular Sens Setting mV,mV,Numeric,,,chartevents,Cardiovascular (Pacer Data),,28609,0
224838,Temporary Ventricular Stim Setting mA,Temp Ventricular Stim Setting mA,mA,Numeric,,,chartevents,Cardiovascular (Pacer Data),,28177,0
224839,Temporary Pacemaker Wires Atrial,Temp Pacemaker Wires Atrial,,Numeric,,,chartevents,Cardiovascular (Pacer Data),,84031,0
224842,Cardiac Output (CCO),CO (CCO),L/min,Numeric,4,8,chartevents,Hemodynamics,,188469,0
224844,Permanent Pacemaker Mode,Permanent Pacemaker Mode,,Text,,,chartevents,Cardiovascular (Pacer Data),,14585,0
224845,Permanent Pacemaker Rate,Permanent Pacemaker Rate,/min,Numeric,,,chartevents,Cardiovascular (Pacer Data),,7993,0
224846,Impaired Skin Width #1,Site Width #1,cm,Numeric,,,chartevents,Skin - Impairment,,106217,0
224847,Impaired Skin Drainage Amount #1,Site Drainage Amount #1,,Text,,,chartevents,Skin - Impairment,,203825,0
224848,Incision Appearance #1,Incision Appearance #1,,Text,,,chartevents,Skin - Incisions,,507166,0
224850,Incision Drainage Amount #1,Incision Drainage Amount #1,,Text,,,chartevents,Skin - Incisions,,241326,0
224851,Dressing Status #1,Dressing Status #1,,Text,,,chartevents,Skin - Incisions,,141019,0
224854,Reason for Restraint (Acute Medical/Surgical)_V1,Reason for Restraint (Acute M/S)_V1,,Text,,,chartevents,Restraint/Support Systems,,2983,0
224855,Patient/Family Informed_V1,Patient/Family Informed_V1,,Checkbox,,,chartevents,Restraint/Support Systems,,1726,0
224856,Restraints Ordered,Restraints Ordered,,Checkbox,,,chartevents,Restraint/Support Systems,,1242,0
224857,Less Restrictive Measures (Behavioral),Less Restrictive Measures (Behavioral),,Text,,,chartevents,Restraint/Support Systems,,564,0
224858,Patient Behavior During Application,Pt. Behavior w/ Application (Behavioral),,Text,,,chartevents,Restraint/Support Systems,,449,0
224859,Status and Comfort (Behavioral),Status and Comfort (Behavioral),,Text,,,chartevents,Restraint/Support Systems,,937,0
224860,Skin Condition,Skin Condition,,Text,,,chartevents,Skin - Assessment,,1238302,0
224862,Edema Amount,Edema Amount,,Text,,,chartevents,Skin - Incisions,,651355,0
224864,ZTrach Care,ZTrach Care,,Text,,,chartevents,Respiratory,,0,0
224865,Flow Sensitivity,Flow Sensitivity,,Text,,,chartevents,Respiratory,,717184,0
224866,Temporary Atrial Capture,Temp Atrial Capture,,Text,,,chartevents,Cardiovascular (Pacer Data),,41076,0
224876,Urine Appearance,Urine Appearance,,Text,,,chartevents,GI/GU,,1155617,0
224878,GU Catheter Insertion Date,GU Catheter Insertion Date,,Date and time,,,datetimeevents,GI/GU,,17573,0
224879,Nares L,Nares L,,Text,,,chartevents,GI/GU,,1014827,0
224888,Impaired Skin Cleanse #2,Site Cleanse #2,,Text,,,chartevents,Skin - Impairment,,79844,0
224889,Impaired Skin Cleanse #3,Site Cleanse #3,,Text,,,chartevents,Skin - Impairment,,50219,0
224890,Impaired Skin Cleanse #4,Site Cleanse #4,,Text,,,chartevents,Skin - Impairment,,33105,0
224891,Impaired Skin Cleanse #5,Site Cleanse #5,,Text,,,chartevents,Skin - Impairment,,20371,0
224892,Impaired Skin Cleanse #6,Site Cleanse #6,,Text,,,chartevents,Skin - Impairment,,13272,0
224893,Impaired Skin Cleanse #7,Site Cleanse #7,,Text,,,chartevents,Skin - Impairment,,8696,0
224894,Impaired Skin Cleanse #8,Site Cleanse #8,,Text,,,chartevents,Skin - Impairment,,5509,0
224895,Impaired Skin Depth #2,Site Depth #2,cm,Numeric,,,chartevents,Skin - Impairment,,22493,0
224896,Impaired Skin Depth #3,Site Depth #3,cm,Numeric,,,chartevents,Skin - Impairment,,12085,0
224897,Impaired Skin Depth #4,Site Depth #4,cm,Numeric,,,chartevents,Skin - Impairment,,7622,0
224898,Impaired Skin Depth #5,Site Depth #5,cm,Numeric,,,chartevents,Skin - Impairment,,4434,0
224899,Impaired Skin Depth #6,Site Depth #6,cm,Numeric,,,chartevents,Skin - Impairment,,2713,0
224900,Impaired Skin Depth #7,Site Depth #7,cm,Numeric,,,chartevents,Skin - Impairment,,1128,0
224901,Impaired Skin Depth #8,Site Depth #8,cm,Numeric,,,chartevents,Skin - Impairment,,634,0
224902,Impaired Skin Drainage #2,Site Drainage #2,,Text,,,chartevents,Skin - Impairment,,142818,0
224903,Impaired Skin Drainage #3,Site Drainage #3,,Text,,,chartevents,Skin - Impairment,,83645,0
224904,Impaired Skin Drainage #4,Site Drainage #4,,Text,,,chartevents,Skin - Impairment,,49826,0
224905,Impaired Skin Drainage #5,Site Drainage #5,,Text,,,chartevents,Skin - Impairment,,30135,0
224906,Impaired Skin Drainage #6,Site Drainage #6,,Text,,,chartevents,Skin - Impairment,,18716,0
224907,Impaired Skin Drainage #7,Site Drainage #7,,Text,,,chartevents,Skin - Impairment,,11654,0
224908,Impaired Skin Drainage #8,Site Drainage #8,,Text,,,chartevents,Skin - Impairment,,7027,0
224909,Impaired Skin Drainage Amount #2,Site Drainage Amount #2,,Text,,,chartevents,Skin - Impairment,,109459,0
224910,Impaired Skin Drainage Amount #3,Site Drainage Amount #3,,Text,,,chartevents,Skin - Impairment,,64744,0
224911,Impaired Skin Drainage Amount #4,Site Drainage Amount #4,,Text,,,chartevents,Skin - Impairment,,39795,0
224912,Impaired Skin Drainage Amount #5,Site Drainage Amount #5,,Text,,,chartevents,Skin - Impairment,,25152,0
224913,Impaired Skin Drainage Amount #6,Site Drainage Amount #6,,Text,,,chartevents,Skin - Impairment,,15141,0
224914,Impaired Skin Drainage Amount #7,Site Drainage Amount #7,,Text,,,chartevents,Skin - Impairment,,9936,0
224915,Impaired Skin Drainage Amount #8,Site Drainage Amount #8,,Text,,,chartevents,Skin - Impairment,,5763,0
224916,Impaired Skin Length #2,Site Length #2,cm,Numeric,,,chartevents,Skin - Impairment,,66415,0
224917,Impaired Skin Length #3,Site Length #3,cm,Numeric,,,chartevents,Skin - Impairment,,40617,0
224918,Impaired Skin Length #4,Site Length #4,cm,Numeric,,,chartevents,Skin - Impairment,,24401,0
224919,Impaired Skin Length #5,Site Length #5,cm,Numeric,,,chartevents,Skin - Impairment,,14418,0
224920,Impaired Skin Length #6,Site Length #6,cm,Numeric,,,chartevents,Skin - Impairment,,8583,0
224921,Impaired Skin Length #7,Site Length #7,cm,Numeric,,,chartevents,Skin - Impairment,,5360,0
224922,Impaired Skin Length #8,Site Length #8,cm,Numeric,,,chartevents,Skin - Impairment,,3023,0
224923,Impaired Skin Odor #2,Odor #2,,Checkbox,,,chartevents,Skin - Impairment,,146963,0
224924,Impaired Skin Odor #3,Odor #3,,Checkbox,,,chartevents,Skin - Impairment,,85392,0
224925,Impaired Skin Odor #4,Odor #4,,Checkbox,,,chartevents,Skin - Impairment,,50240,0
224926,Impaired Skin Odor #5,Odor #5,,Checkbox,,,chartevents,Skin - Impairment,,30535,0
224927,Impaired Skin Odor #6,Odor #6,,Checkbox,,,chartevents,Skin - Impairment,,17123,0
224928,Impaired Skin Odor #7,Odor #7,,Checkbox,,,chartevents,Skin - Impairment,,10808,0
224929,Impaired Skin Odor #8,Odor #8,,Checkbox,,,chartevents,Skin - Impairment,,6128,0
224930,Impaired Skin Site #2,Site #2,,Text,,,chartevents,Skin - Impairment,,147786,0
224931,Impaired Skin Site #3,Site #3,,Text,,,chartevents,Skin - Impairment,,89600,0
224932,Impaired Skin Site #4,Site #4,,Text,,,chartevents,Skin - Impairment,,54988,0
224933,Impaired Skin Site #5,Site #5,,Text,,,chartevents,Skin - Impairment,,34094,0
224934,Impaired Skin Site #6,Site #6,,Text,,,chartevents,Skin - Impairment,,20906,0
224935,Impaired Skin Site #7,Site #7,,Text,,,chartevents,Skin - Impairment,,13317,0
224936,Impaired Skin Site #8,Site #8,,Text,,,chartevents,Skin - Impairment,,8866,0
224937,Impaired Skin Treatment #2,Site Treatment #2,,Text,,,chartevents,Skin - Impairment,,123986,0
224938,Impaired Skin Treatment #3,Site Treatment #3,,Text,,,chartevents,Skin - Impairment,,78163,0
224939,Impaired Skin Treatment #4,Site Treatment #4,,Text,,,chartevents,Skin - Impairment,,50020,0
224940,Impaired Skin Treatment #5,Site Treatment #5,,Text,,,chartevents,Skin - Impairment,,31897,0
224941,Impaired Skin Treatment #6,Site Treatment #6,,Text,,,chartevents,Skin - Impairment,,20892,0
224942,Impaired Skin Treatment #7,Site Treatment #7,,Text,,,chartevents,Skin - Impairment,,13430,0
224943,Impaired Skin Treatment #8,Site Treatment #8,,Text,,,chartevents,Skin - Impairment,,8234,0
224944,Impaired Skin Type #2,Type #2,,Text,,,chartevents,Skin - Impairment,,115853,0
224945,Impaired Skin Type #3,Type #3,,Text,,,chartevents,Skin - Impairment,,71327,0
224946,Impaired Skin Type #4,Type #4,,Text,,,chartevents,Skin - Impairment,,44316,0
224947,Impaired Skin Type #5,Type #5,,Text,,,chartevents,Skin - Impairment,,27675,0
224948,Impaired Skin Type #6,Type #6,,Text,,,chartevents,Skin - Impairment,,16929,0
224949,Impaired Skin Type #7,Type #7,,Text,,,chartevents,Skin - Impairment,,10757,0
224950,Impaired Skin Type #8,Type #8,,Text,,,chartevents,Skin - Impairment,,6872,0
224951,Impaired Skin Width #2,Site Width #2,cm,Numeric,,,chartevents,Skin - Impairment,,63644,0
224952,Impaired Skin Width #3,Site Width #3,cm,Numeric,,,chartevents,Skin - Impairment,,39250,0
224953,Impaired Skin Width #4,Site Width #4,cm,Numeric,,,chartevents,Skin - Impairment,,23641,0
224954,Impaired Skin Width #5,Site Width #5,cm,Numeric,,,chartevents,Skin - Impairment,,14039,0
224955,Impaired Skin Width #6,Site Width #6,cm,Numeric,,,chartevents,Skin - Impairment,,8487,0
224956,Impaired Skin Width #7,Site Width #7,cm,Numeric,,,chartevents,Skin - Impairment,,5344,0
224957,Impaired Skin Width #8,Site Width #8,cm,Numeric,,,chartevents,Skin - Impairment,,3005,0
224958,Impaired Skin Wound Base #2,Site/Wound Base #2,,Text,,,chartevents,Skin - Impairment,,184718,0
224959,Impaired Skin Wound Base #3,Site/Wound Base #3,,Text,,,chartevents,Skin - Impairment,,107971,0
224960,Impaired Skin Wound Base #4,Site/Wound Base #4,,Text,,,chartevents,Skin - Impairment,,65992,0
224961,Impaired Skin Wound Base #5,Site/Wound Base #5,,Text,,,chartevents,Skin - Impairment,,38818,0
224962,Impaired Skin Wound Base #6,Site/Wound Base #6,,Text,,,chartevents,Skin - Impairment,,23807,0
224963,Impaired Skin Wound Base #7,Site/Wound Base #7,,Text,,,chartevents,Skin - Impairment,,15316,0
224964,Impaired Skin Wound Base #8,Site/Wound Base #8,,Text,,,chartevents,Skin - Impairment,,8409,0
224965,Pressure Ulcer Stage #2,Pressure Ulcer Stage #2,,Text,,,chartevents,Skin - Impairment,,39077,0
224966,Pressure Ulcer Stage #3,Pressure Ulcer Stage #3,,Text,,,chartevents,Skin - Impairment,,26413,0
224967,Pressure Ulcer Stage #4,Pressure Ulcer Stage #4,,Text,,,chartevents,Skin - Impairment,,15351,0
224968,Pressure Ulcer Stage #5,Pressure Ulcer Stage #5,,Text,,,chartevents,Skin - Impairment,,10044,0
224969,Pressure Ulcer Stage #6,Pressure Ulcer Stage #6,,Text,,,chartevents,Skin - Impairment,,6478,0
224970,Pressure Ulcer Stage #7,Pressure Ulcer Stage #7,,Text,,,chartevents,Skin - Impairment,,4285,0
224971,Pressure Ulcer Stage #8,Pressure Ulcer Stage #8,,Text,,,chartevents,Skin - Impairment,,2944,0
224972,Surrounding Tissue #2,Surrounding Tissue #2,,Text,,,chartevents,Skin - Impairment,,186972,0
224973,Surrounding Tissue #3,Surrounding Tissue #3,,Text,,,chartevents,Skin - Impairment,,105685,0
224974,Surrounding Tissue #4,Surrounding Tissue #4,,Text,,,chartevents,Skin - Impairment,,62265,0
224975,Surrounding Tissue #5,Surrounding Tissue #5,,Text,,,chartevents,Skin - Impairment,,36920,0
224976,Surrounding Tissue #6,Surrounding Tissue #6,,Text,,,chartevents,Skin - Impairment,,21055,0
